192.168.143.146 M, motorc_uq
0.0,0.83234036
0.16666667943354696,0.83151305
0.3333333588670939,0.8322464
0.5000000383006409,0.83741516
0.6666667177341878,0.8256018
0.8333333971677348,0.8295018
1.0000000766012818,0.8118884
1.1666667560348287,0.8341999
1.3333334354683757,0.81671965
1.5000001149019226,0.82771873
1.6666667943354696,0.8309189
1.8333334737690166,0.82981616
2.0000001532025635,0.8149924
2.1666668326361105,0.82351613
2.3333335120696574,0.81191653
2.5000001915032044,0.8281517
2.6666668709367514,0.80992144
2.8333335503702983,0.82514757
3.0000002298038453,0.8028256
3.1666669092373922,0.83461046
3.333333588670939,0.8051435
3.500000268104486,0.82820404
3.666666947538033,0.8151492
3.83333362697158,0.81842935
4.000000306405127,0.803089
4.166666985838674,0.83331245
4.333333665272221,0.79896414
4.500000344705768,0.83271265
4.666667024139315,0.7919024
4.833333703572862,0.817246
5.000000383006409,0.8085481
5.166667062439956,0.82514846
5.333333741873503,0.7901906
5.50000042130705,0.8192387
5.666667100740597,0.7958818
5.833333780174144,0.82074416
6.000000459607691,0.8010492
6.1666671390412375,0.81569046
6.3333338184747845,0.7934721
6.5000004979083315,0.8246093
6.666667177341878,0.7961848
6.833333856775425,0.8233623
7.000000536208972,0.7979032
7.166667215642519,0.8226646
7.333333895076066,0.8055709
7.500000574509613,0.8118613
7.66666725394316,0.79199594
7.833333933376707,0.8208023
8.000000612810254,0.80115044
8.166667292243801,0.8280482
8.333333971677348,0.8174016
8.500000651110895,0.81378424
8.666667330544442,0.7986181
8.833334009977989,0.8284933
9.000000689411536,0.8007512
9.166667368845083,0.82762945
9.33333404827863,0.7934692
9.500000727712177,0.82068706
9.666667407145724,0.80020773
9.83333408657927,0.8145715
10.000000766012818,0.7979952
10.166667445446365,0.8175254
10.333334124879912,0.805352
10.500000804313459,0.8318064
10.666667483747005,0.81315947
10.833334163180552,0.8238345
11.0000008426141,0.8011168
11.166667522047646,0.82768756
11.333334201481193,0.80294263
11.50000088091474,0.8218148
11.666667560348287,0.8078067
11.833334239781834,0.82741857
12.000000919215381,0.80296206
12.166667598648928,0.8325379
12.333334278082475,0.8041886
12.500000957516022,0.82883954
12.666667636949569,0.8061332
12.833334316383116,0.82614195
13.000000995816663,0.80192643
13.16666767525021,0.8246232
13.333334354683757,0.8082759
13.500001034117304,0.8292755
13.66666771355085,0.8121478
13.833334392984398,0.8234946
14.000001072417945,0.7991175
14.166667751851492,0.8227498
14.333334431285039,0.81089073
14.500001110718586,0.81696594
14.666667790152133,0.81288415
14.83333446958568,0.8244899
15.000001149019226,0.81011397
15.166667828452773,0.81245995
15.33333450788632,0.8100792
15.500001187319867,0.81258
15.666667866753414,0.8079243
15.833334546186961,0.80692697
16.000001225620508,0.8118321
16.166667905054055,0.8046773
16.333334584487602,0.817177
16.50000126392115,0.8122518
16.666667943354696,0.807518
16.833334622788243,0.81496733
17.00000130222179,0.80931467
17.166667981655337,0.8092612
17.333334661088884,0.80995613
17.50000134052243,0.81245106
17.666668019955978,0.8027421
17.833334699389525,0.8105884
18.00000137882307,0.8047209
18.16666805825662,0.8028166
18.333334737690166,0.80722475
18.500001417123713,0.80856603
18.66666809655726,0.80693066
18.833334775990807,0.8101715
19.000001455424353,0.8054222
19.1666681348579,0.8108016
19.333334814291447,0.8044158
19.500001493724994,0.80053616
19.66666817315854,0.803605
19.83333485259209,0.809441
20.000001532025635,0.7981922
20.166668211459182,0.8117055
20.33333489089273,0.7963677
20.500001570326276,0.80261475
20.666668249759823,0.79997605
20.83333492919337,0.79743886
21.000001608626917,0.8018838
21.166668288060464,0.8032584
21.33333496749401,0.79652625
21.500001646927558,0.7986327
21.666668326361105,0.8060011
21.833335005794652,0.80411685
22.0000016852282,0.80207527
22.166668364661746,0.8040689
22.333335044095293,0.7993946
22.50000172352884,0.8059199
22.666668402962387,0.7970003
22.833335082395934,0.80755055
23.00000176182948,0.8054034
23.166668441263027,0.80410373
23.333335120696574,0.8051435
23.50000180013012,0.79914796
23.66666847956367,0.8036806
23.833335158997215,0.80527145
24.000001838430762,0.8019554
24.16666851786431,0.80051666
24.333335197297856,0.81339866
24.500001876731403,0.811314
24.66666855616495,0.8104784
24.833335235598497,0.8145686
25.000001915032044,0.80949235
25.16666859446559,0.80619496
25.333335273899138,0.81373525
25.500001953332685,0.8028756
25.666668632766232,0.8072419
25.83333531219978,0.80800295
26.000001991633326,0.8009667
26.166668671066873,0.81899536
26.33333535050042,0.81863225
26.500002029933967,0.8055711
26.666668709367514,0.8257175
26.83333538880106,0.8112838
27.000002068234608,0.8087013
27.166668747668155,0.8125146
27.3333354271017,0.81922626
27.50000210653525,0.81351167
27.666668785968795,0.8112561
27.833335465402342,0.8075404
28.00000214483589,0.8151045
28.166668824269436,0.8217515
28.333335503702983,0.8128084
28.50000218313653,0.81435895
28.666668862570077,0.8142818
28.833335542003624,0.82150894
29.00000222143717,0.81868607
29.166668900870718,0.8157965
29.333335580304265,0.8119452
29.500002259737812,0.82260823
29.66666893917136,0.8170234
29.833335618604906,0.814368
30.000002298038453,0.8129887
30.166668977472,0.8142135
30.333335656905547,0.8134166
30.500002336339094,0.8183882
30.66666901577264,0.8167918
30.833335695206188,0.81671107
31.000002374639735,0.81106234
31.16666905407328,0.82039666
31.33333573350683,0.813746
31.500002412940376,0.81941175
31.666669092373922,0.81108993
31.83333577180747,0.8147383
32.000002451241016,0.80701935
32.16666913067456,0.824961
32.33333581010811,0.8104658
32.50000248954166,0.8245292
32.666669168975204,0.8059217
32.83333584840875,0.813183
33.0000025278423,0.81327295
33.166669207275845,0.8181075
33.33333588670939,0.8071021
33.50000256614294,0.8217271
33.666669245576486,0.80850136
33.83333592501003,0.8206827
34.00000260444358,0.8049831
34.16666928387713,0.82124907
34.333335963310674,0.80724883
34.50000264274422,0.8185253
34.66666932217777,0.80374
34.833336001611315,0.8279129
35.00000268104486,0.8010335
35.16666936047841,0.81651694
35.333336039911956,0.80861783
35.5000027193455,0.8216218
35.66666939877905,0.8068589
35.8333360782126,0.8324227
36.00000275764614,0.8084163
36.16666943707969,0.8232795
36.33333611651324,0.81831664
36.500002795946784,0.82753456
36.66666947538033,0.8101769
36.83333615481388,0.8182607
37.000002834247425,0.82015926
37.16666951368097,0.8315943
37.33333619311452,0.8184423
37.500002872548066,0.8301186
37.66666955198161,0.8246218
37.83333623141516,0.83736426
38.00000291084871,0.81767845
38.166669590282254,0.8327362
38.3333362697158,0.82254595
38.50000294914935,0.8269975
38.666669628582895,0.8151945
38.83333630801644,0.8324914
39.00000298744999,0.81480783
39.166669666883536,0.8336085
39.33333634631708,0.8170519
